node,nodeID,nodeNum,nodeTaxon,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite,consumer_strategy,consumer_type
2216_Gyrodactylus armatus,2216_Gyrodactylus armatus,2216,Gyrodactylus armatus,NA,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,1115320,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,y,ectoparasite,pathogen
2218_Gyrodactylus sculpinus,2218_Gyrodactylus sculpinus,2218,Gyrodactylus sculpinus,NA,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,1247422,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,y,ectoparasite,pathogen
2242_Lepeophtheirus cuneifer,2242_Lepeophtheirus cuneifer,2242,Lepeophtheirus cuneifer,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,352719,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,ectoparasite,pathogen
2266_Prosorhynchoides ozakii,2266_Prosorhynchoides ozakii,2266,Prosorhynchoides ozakii,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,725948,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Prosorhynchoides,y,endoparasite,macroparasite
2272_Rhipidocotyle elongata,2272_Rhipidocotyle elongata,2272,Rhipidocotyle elongata,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,579734,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Rhipidocotyle,y,endoparasite,macroparasite
2275_Scyphidia sp.,2275_Scyphidia sp.,2275,Scyphidia sp.,NA,ciliate,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,163587,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Scyphidiidae,Scyphidia,y,endoparasite,macroparasite
2280_Stephanostomum sp.,2280_Stephanostomum sp.,2280,Stephanostomum sp.,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Unidentified Species,108553,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Acanthocolpidae,Stephanostomum,y,endoparasite,macroparasite
2286_Tubulovesicula sp.,2286_Tubulovesicula sp.,2286,Tubulovesicula sp.,NA,trematode,NA,adult,1,NA,present,147,all,NA,solitary,sessile,Taxonomic,Genus,411516,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Hemiuridae,Tubulovesicula,y,endoparasite,macroparasite
2356_Acanthochondria rectangularis,2356_Acanthochondria rectangularis,2356,Acanthochondria rectangularis,NA,copepod,NA,adult,1,N,present,205,all,on Leptocottus armatus,solitary,sessile,Taxonomic,Species,348372,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Acanthochondria,y,endoparasite,macroparasite
2357_Pterobdella abditovesiculata,2357_Pterobdella abditovesiculata,2357,Pterobdella abditovesiculata,Aetabdella abditovesiculata,leech,NA,adult,1,N,present,205,all,on Leptocottus armatus,NA,NA,Taxonomic,Species,370675,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Pterobdella,y,endoparasite,macroparasite
2359_Ambiphrya sp.,2359_Ambiphrya sp.,2359,Ambiphrya sp.,NA,ciliate,NA,adult,1,N,present,205,all,on Leptocottus armatus gills,NA,NA,Taxonomic,Species,425566,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Scyphidiidae,Ambiphrya,y,endoparasite,macroparasite
2369_Genolinea manteri,2369_Genolinea manteri,2369,Genolinea manteri,NA,trematode,NA,adult,1,Both,present,205,all,in fish,solitary,sessile,Taxonomic,Species,726939,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bunocotylidae,Genolinea,y,endoparasite,macroparasite
1544_Heptacyclus buthi,1544_Heptacyclus buthi,1544,Heptacyclus buthi,NA,leech,NA,adult,1,N,present,435,all,"Bodega Marine Reserve: Oligocottus snyderi, Oligocottus rubellio,, Clinocottus analis",solitary,mobile,Taxonomic,Species,410327,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Heptacyclus,y,endoparasite,macroparasite
2195_Ceratomyxa obesa,2195_Ceratomyxa obesa,2195,Ceratomyxa obesa,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,1368454,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y,endoparasite,macroparasite
721_Haemobaphes intermedius,721_Haemobaphes intermedius,721,Haemobaphes intermedius,NA,copepod,NA,adult,1,NA,present,435,all,Found on the gills of fish,solitary,sessile,Taxonomic,Species,351980,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Haemobaphes,y,endoparasite,macroparasite
2170_Haemobaphes sp.,2170_Haemobaphes sp.,2170,Haemobaphes sp.,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,135643,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Haemobaphes,y,ectoparasite,pathogen
2171_Haemobaphes sp.,2171_Haemobaphes sp._juvenile,2171,Haemobaphes sp.,NA,copepod,NA,juvenile,5,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,135643,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Haemobaphes,y,ectoparasite,pathogen
2281_Trichodina cottidarum,2281_Trichodina cottidarum,2281,Trichodina cottidarum,NA,ciliate,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,426781,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,y,endoparasite,macroparasite
730_Heptacyclus cabrilloi,730_Heptacyclus cabrilloi,730,Heptacyclus cabrilloi,NA,leech,NA,adult,1,NA,present,436; 435,NA,NA,solitary,mobile,Taxonomic,Species,154889,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Heptacyclus,y,endoparasite,macroparasite
733_Lepeophtheirus parviventris,733_Lepeophtheirus parviventris,733,Lepeophtheirus parviventris,NA,copepod,NA,adult,1,NA,present,435,NA,"On the body surface, fins of numerous Cottidae (sculpins), the big skate Raja binoculata.",solitary,mobile,Taxonomic,Species,352762,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,endoparasite,macroparasite
734_Lepeophtheirus schaadti,734_Lepeophtheirus schaadti,734,Lepeophtheirus schaadti,NA,copepod,NA,adult,1,NA,present,436; 435,NA,NA,solitary,mobile,Taxonomic,Species,1034689,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,endoparasite,macroparasite
1135_Chondracanthus heterostichi,1135_Chondracanthus heterostichi,1135,Chondracanthus heterostichi,NA,copepod,NA,adult,1,NA,present,435,all,On the giant kelpfish Heterostichus rostratus,solitary,sessile,Taxonomic,Species,350084,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Chondracanthus,y,endoparasite,macroparasite
2202_Chondracanthus horridus,2202_Chondracanthus horridus,2202,Chondracanthus horridus,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,237887,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Chondracanthus,y,ectoparasite,pathogen
2215_Genitocotyle heterostichi,2215_Genitocotyle heterostichi,2215,Genitocotyle heterostichi,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,757160,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Genitocotyle,y,endoparasite,macroparasite
2153_Zschokkella sp.,2153_Zschokkella sp.,2153,Zschokkella sp.,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,120267,Animalia,Cnidaria,Myxozoa,Bivalvulida,Myxidiidae,Zschokkella,y,endoparasite,macroparasite
2158_Lecithochirium exodicum,2158_Lecithochirium exodicum,2158,Lecithochirium exodicum,Sterrhurus exodicus,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,726841,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Hemiuridae,Lecithochirium,y,endoparasite,macroparasite
2163_Clavinema mariae,2163_Clavinema mariae,2163,Clavinema mariae,Philometra americana,nematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,459002,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Clavinema,y,endoparasite,macroparasite
2276_Sphaeromyxa balbianii,2276_Sphaeromyxa balbianii,2276,Sphaeromyxa balbianii,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,colonial,sessile,Taxonomic,Species,120295,Animalia,Cnidaria,Myxozoa,Bivalvulida,Sphaeromyxidae,Sphaeromyxa,y,endoparasite,macroparasite
324_Doris montereyensis,324_Doris montereyensis,324,Doris montereyensis,Archidoris montereyensis,nudibranch,Monterey dorid,adult,1,Both,common,436; 435,low,rare at southern end of range,solitary,mobile,Taxonomic,Species,581816,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris,n,micropredator,micropredator
325_Peltodoris nobilis,325_Peltodoris nobilis,325,Peltodoris nobilis,Anisodoris nobilis,nudibranch,sea lemon,adult,1,Both,common,436; 435; 536,low,rare at southern end of range,solitary,mobile,Taxonomic,Species,594422,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Peltodoris,n,micropredator,micropredator
1914_Thordisa rubescens,1914_Thordisa rubescens,1914,Thordisa rubescens,NA,nudibranch,NA,adult,1,S,present,435,all,"Usually found on or near the red sponges Axinella, Lissodendoryx",solitary,mobile,Taxonomic,Species,581825,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Thordisa,n,micropredator,micropredator
1908_Aldisa cooperi,1908_Aldisa cooperi,1908,Aldisa cooperi,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,581809,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Aldisa,n,micropredator,micropredator
326_Diaulula sandiegensis,326_Diaulula sandiegensis,326,Diaulula sandiegensis,NA,nudibranch,ring spotted dorid,adult,1,Both,present,436; 435,low tidepools,NA,solitary,mobile,Taxonomic,Species,536817,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,n,micropredator,micropredator
327_Geitodoris heathi,327_Geitodoris heathi,327,Geitodoris heathi,Discodoris,nudibranch,gritty dorid,adult,1,Both,common,436; 435,middle to low,only common in summer,solitary,mobile,Taxonomic,Species,579047,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Geitodoris,n,micropredator,micropredator
313_Cadlina modesta,313_Cadlina modesta,313,Cadlina modesta,NA,nudibranch,modest cadlina,adult,1,Both,common,436; 435,low,among sponges,solitary,mobile,Taxonomic,Species,564148,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,n,micropredator,micropredator
318_Hallaxa chani,318_Hallaxa chani,318,Hallaxa chani,NA,nudibranch,Chan's nudibranch,adult,1,N,uncommon,436; 435,low tidepools,NA,solitary,mobile,Taxonomic,Species,581807,Animalia,Mollusca,Gastropoda,Nudibranchia,Actinocyclidae,Hallaxa,n,micropredator,micropredator
328_Doriopsilla albopunctata,328_Doriopsilla albopunctata,328,Doriopsilla albopunctata,NA,nudibranch,salted dorid,adult,1,Both,abundant,436; 435,low,NA,solitary,mobile,Taxonomic,Species,537019,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Doriopsilla,n,micropredator,micropredator
311_Cadlina flavomaculata,311_Cadlina flavomaculata,311,Cadlina flavomaculata,NA,nudibranch,yellow spotted cadlina,adult,1,both,uncommon,436; 435,low tidepools,"under stones, tidepools",solitary,mobile,Taxonomic,Species,562477,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,n,micropredator,micropredator
1905_Chromodoris macfarlandi,1905_Chromodoris macfarlandi,1905,Chromodoris macfarlandi,Glossodoris macfarlandi).,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,Taxonomic,Species,549419,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Chromodoris,n,micropredator,micropredator
306_Tylodina fungina,306_Tylodina fungina,306,Tylodina fungina,NA,nudibranch,yellow sponge tylodina,adult,1,Both,common,436; 435,low,on Aplysina fistularis,solitary,mobile,Taxonomic,Species,527756,Animalia,Mollusca,Gastropoda,Umbraculida,Tylodinidae,Tylodina,n,micropredator,micropredator
1780_Lucapinella callomarginata,1780_Lucapinella callomarginata,1780,Lucapinella callomarginata,NA,limpet,NA,adult,1,Both,present,435,low,"underside of rocks, on pilings near aggregations of Mytilus edulis in bays, channels in southern California, also inside sponges",solitary,mobile,Taxonomic,Species,527883,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Lucapinella,n,micropredator,micropredator
1906_Hypselodoris californiensis,1906_Hypselodoris californiensis,1906,Hypselodoris californiensis,Chromodoris californiensis,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,Taxonomic,Species,560433,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Hypselodoris,n,micropredator,micropredator
1921_Dendronotus albus,1921_Dendronotus albus,1921,Dendronotus albus,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,548242,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,n,micropredator,micropredator
1923_Dendronotus frondosus,1923_Dendronotus frondosus,1923,Dendronotus frondosus,NA,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,Taxonomic,Species,139523,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,n,micropredator,micropredator
1924_Dendronotus subramosus,1924_Dendronotus subramosus,1924,Dendronotus subramosus,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,548244,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,n,micropredator,micropredator
1933_Flabellina trilineata,1933_Flabellina trilineata,1933,Flabellina trilineata,"Coryphella trilineata, C. fisheri",nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,558401,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,n,micropredator,micropredator
230_Calliostoma annulatum,230_Calliostoma annulatum,230,Calliostoma annulatum,NA,snail,purple ringed topsnail,adult,1,Both,common,436; 435,low,"With C. canaliculatum, C. ligatum on offshore Macrocystis stands, in low rocky intertidal zone",solitary,mobile,Taxonomic,Species,534197,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,n,omnivore,predator
347_Doto amyra,347_Doto amyra,347,Doto amyra,NA,nudibranch,hammerhead doto,adult,1,Both,uncommon,436; 435,low,NA,solitary,mobile,Taxonomic,Species,575069,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,n,micropredator,micropredator
633_Doto columbiana,633_Doto columbiana,633,Doto columbiana,NA,nudibranch,NA,adult,1,N,present,435,low,on Obelia,solitary,mobile,Taxonomic,Species,581833,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,n,micropredator,micropredator
634_Doto kya,634_Doto kya,634,Doto kya,NA,nudibranch,NA,adult,1,Both,present,435,low,on hydroids,solitary,mobile,Taxonomic,Species,581835,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,n,micropredator,micropredator
1925_Doto lancei,1925_Doto lancei,1925,Doto lancei,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,575071,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,n,micropredator,micropredator
1939_Catriona columbiana,1939_Catriona columbiana,1939,Catriona columbiana,Cuthona columbiana,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,581879,Animalia,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Catriona,n,micropredator,micropredator
354_Diaphoreolis lagunae,354_Diaphoreolis lagunae,354,Diaphoreolis lagunae,Cuthona lagunae,nudibranch,orange faced,adult,1,Both,common,436,low,seasonally common,solitary,mobile,Taxonomic,Species,1037020,Animalia,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Diaphoreolis,n,micropredator,micropredator
571_Ammothea hilgendorfi,571_Ammothea hilgendorfi,571,Ammothea hilgendorfi,NA,sea spider,NA,adult,1,Both,common,436,low,"on hydroids in crevices, under rocks; in large galls derived from hydranths of Eucopella everta ( ref# 284)",solitary,mobile,Taxonomic,Species,134607,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Ammothea,y,endoparasite,macroparasite
1433_Tanystylum duospinum,1433_Tanystylum duospinum,1433,Tanystylum duospinum,NA,sea spider,NA,adult,1,NA,present,435,all,On hydroids;,solitary,mobile,Taxonomic,Species,240357,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Tanystylum,n,typical predator,predator
348_Dirona albolineata,348_Dirona albolineata,348,Dirona albolineata,NA,nudibranch,chalk lined dirona,adult,1,Both,uncommon,436; 435,low tidepools,sporadically common,solitary,mobile,Taxonomic,Species,581837,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,n,micropredator,micropredator
349_Dirona picta,349_Dirona picta,349,Dirona picta,NA,nudibranch,spotted dirona,adult,1,Both,common,436; 435,low,seasonally common,solitary,mobile,Taxonomic,Species,558927,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,n,micropredator,micropredator
1942_Cuthona cocoachroma,1942_Cuthona cocoachroma,1942,Cuthona cocoachroma,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,548328,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Cuthona,n,micropredator,micropredator
346_Tritonia festiva,346_Tritonia festiva,346,Tritonia festiva,NA,nudibranch,diamondback,adult,1,Both,uncommon,436; 435,low,NA,solitary,mobile,Taxonomic,Species,549413,Animalia,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,n,micropredator,micropredator
253_Epitonium tinctum,253_Epitonium tinctum,253,Epitonium tinctum,NA,snail,tinted wentletrap,adult,1,Both,common,436; 435,high,"on bases of anemones, A. elegantissima only in SB",solitary,mobile,Taxonomic,Species,524008,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,n,micropredator,micropredator
358_Aeolidia loui,358_Aeolidia loui,358,Aeolidia loui,Aeolidia papillosa,nudibranch,shag-rug,adult,1,Both,common,465; 436,low,NA,solitary,mobile,Taxonomic,Species,880372,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,n,micropredator,micropredator
569_Pycnogonum stearnsi,569_Pycnogonum stearnsi,569,Pycnogonum stearnsi,NA,sea spider,NA,adult,1,Both,common,436; 435; 536,middle to low,"under rocks, with anemones, hydroids, or ascidians, roots of Phyllospadix",solitary,mobile,Taxonomic,Species,240277,Animalia,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,n,micropredator,micropredator
570_Pycnogonum rickettsi,570_Pycnogonum rickettsi,570,Pycnogonum rickettsi,NA,sea spider,NA,adult,1,N,uncommon,436; 435,middle to low,"associated with anemones; from wharf pilings, anemones,, hydroids",solitary,mobile,Taxonomic,Species,239776,Animalia,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,n,micropredator,micropredator
712_Homo sapiens,712_Homo sapiens,712,Homo sapiens,NA,human,NA,adult,1,NA,present,436,NA,NA,solitary,mobile,Taxonomic,Species,1455977,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,n,omnivore,predator
254_Opalia wroblewskyi,254_Opalia wroblewskyi,254,Opalia wroblewskyi,Opalia chacei; Opalia borealis,snail,Chace's wentletrap,adult,1,Both,uncommon,436; 435; 536,high,"under rocks, more often with anemones, little known but probably like E. tinctum",solitary,mobile,Taxonomic,Species,524789,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Opalia,n,micropredator,micropredator
255_Opalia funiculata,255_Opalia funiculata,255,Opalia funiculata,NA,snail,NA,adult,1,Both,present,539,NA,NA,solitary,mobile,Taxonomic,Species,524065,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Opalia,n,micropredator,micropredator
359_Anteaeolidiella oliviae,359_Anteaeolidiella oliviae,359,Anteaeolidiella oliviae,"Spurilla olivae, Aeolidella olivae",nudibranch,Olive's spurilla,adult,1,Both,uncommon,436,low tidepools,shaded pools,solitary,mobile,Taxonomic,Species,730417,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Anteaeolidiella,n,micropredator,micropredator
1955_Aeolidiella oliviae,1955_Aeolidiella oliviae,1955,Aeolidiella oliviae,Spurilla,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,Taxonomic,Species,581901,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidiella,n,micropredator,micropredator
