reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_category,resource_phylum,resource_class,resource_order,resource_family,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,eaten_by,parasitized_by,node_type,node_resolution,kingdom,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
258,Gobiesox maeandricus,adult,Pterocladiella,algae,NA,Florideophyceae,Gelidiales,Pterocladiaceae,category,rocky headlands Straight of Juan de Fuca,765,Pterocladiella capillacea,NA,adult,NA,S,NA,https://link.springer.com/article/10.1007/s10811-019-02009-y,middle,exposed,aggregating,sessile,fish,NA,Taxonomic,Species,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Pterygophora,algae,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,category,rocky headlands Straight of Juan de Fuca,648,Pterygophora californica,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Ralfsia,algae,Ochrophyta,Phaeophyceae,Ralfsiales,Ralfsiaceae,category,rocky headlands Straight of Juan de Fuca,647,Ralfsia sp.,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Genus,Chromista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Rhodymenia,algae,NA,Florideophyceae,Rhodymeniales,Rhodymeniaceae,category,rocky headlands Straight of Juan de Fuca,766,Rhodymenia lobata,NA,adult,NA,S,NA,Dawson 1941,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Silvetia,algae,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,category,rocky headlands Straight of Juan de Fuca,652,Silvetia sp.,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,Cyanoplax hartwegii,NA,Taxonomic,Genus,Chromista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Ulva,algae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,category,rocky headlands Straight of Juan de Fuca,601,Ulva sp.,NA,adult,NA,Both,common,"Morris, Abbott, and Haderlie",all,NA,aggregating,sessile,NA,NA,Taxonomic,Genus,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Alpheus,shrimp,Arthropoda,Malacostraca,Decapoda,Alpheidae,category,rocky headlands Straight of Juan de Fuca,986,Alpheus bellimanus,Eastern Pacific to Columbia,adult,NA,Both,present,Light & Smith,very low,"under rocks, and in holdfasts",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Alpheus,shrimp,Arthropoda,Malacostraca,Decapoda,Alpheidae,category,rocky headlands Straight of Juan de Fuca,507,Alpheus clamator,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low tidepools,in pools and crevices,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Alpheus,shrimp,Arthropoda,Malacostraca,Decapoda,Alpheidae,category,rocky headlands Straight of Juan de Fuca,985,Alpheus sp.,Eastern Pacific,adult,NA,Both,present,Light & Smith,very low,"in sponges, kelp holdfasts, old pholad bore holes.",solitary,mobile,NA,NA,Taxonomic,Genus,Animalia,Eumalacostraca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Betaeus,shrimp,Arthropoda,Malacostraca,Decapoda,Alpheidae,category,rocky headlands Straight of Juan de Fuca,508,Betaeus harfordi,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Hart 1964; Light & Smith",low,commensal with abalone,paired,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Betaeus,shrimp,Arthropoda,Malacostraca,Decapoda,Alpheidae,category,rocky headlands Straight of Juan de Fuca,510,Betaeus longidactylus,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Hart 1964; Light & Smith",tidepools,among rocks and algae in pools,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Betaeus,shrimp,Arthropoda,Malacostraca,Decapoda,Alpheidae,category,rocky headlands Straight of Juan de Fuca,509,Betaeus macginitieae,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,commensal with urchins,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Betaeus,shrimp,Arthropoda,Malacostraca,Decapoda,Alpheidae,category,rocky headlands Straight of Juan de Fuca,987,Betaeus setosus,Eastern Pacific,adult,NA,Both,present,Light & Smith,all,"Under rocks and in algae on semiprotected rocky coasts; in kelp holdfasts (especially Laminaria) and surfgrass (Phyllospadix) roots; on pilings. Small, symbiotic with pairs of Pachycheles rudis, underneath crabs, translucent, easily missed.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Crangon,shrimp,Arthropoda,Malacostraca,Decapoda,Crangonidae,category,rocky headlands Straight of Juan de Fuca,702,Crangon alaskensis,NA,adult,NA,Both,common,PO; Light & Smith,NA,in shallow water of bays and soft bottoms,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Crangonoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Crangon,shrimp,Arthropoda,Malacostraca,Decapoda,Crangonidae,category,rocky headlands Straight of Juan de Fuca,984,Crangon handi,"Shell Beach, Sonoma County, to Bahia Colnett, northern Baja California.",adult,51,N,present,Light & Smith; Kuris and Carlton 1977,NA,"Coarse sand of coves and surge channels, sometimes among surfgrass along rocky outer coast, matching substrate in color",solitary,mobile,Platyrhinoides triseriata,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Crangonoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Heptacarpus,shrimp,Arthropoda,Malacostraca,Decapoda,Thoridae,category,rocky headlands Straight of Juan de Fuca,511,Heptacarpus brevirostris,NA,adult,NA,N,present,"Morris, Abbott, & Haderlie; Light & Smith",low tidepools,among rocks and algae in pools,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Heptacarpus,shrimp,Arthropoda,Malacostraca,Decapoda,Thoridae,category,rocky headlands Straight of Juan de Fuca,513,Heptacarpus carinatus,NA,adult,NA,Both,common,Light & Smith,tidepools,among rocks and algae in pools,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Heptacarpus,shrimp,Arthropoda,Malacostraca,Decapoda,Thoridae,category,rocky headlands Straight of Juan de Fuca,988,Heptacarpus palpator,NA,adult,NA,N,present,Light & Smith,low,in tidepools and under rocks,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Heptacarpus,shrimp,Arthropoda,Malacostraca,Decapoda,Thoridae,category,rocky headlands Straight of Juan de Fuca,515,Heptacarpus paludicola,NA,adult,NA,NA,common,Light & Smith,middle,"In Zostera beds and on algae, such as Ulva, in shallow pools on mudflats; on wharf pilings, floats; also in mid-intertidal pools of rocky coast;",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Heptacarpus,shrimp,Arthropoda,Malacostraca,Decapoda,Thoridae,category,rocky headlands Straight of Juan de Fuca,512,Heptacarpus pictus,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie",tidepools,among rocks and algae in pools,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Heptacarpus,shrimp,Arthropoda,Malacostraca,Decapoda,Thoridae,category,rocky headlands Straight of Juan de Fuca,989,Heptacarpus pugettensis,NA,adult,NA,N,present,Light & Smith,very low,aggregate under boulders,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Heptacarpus,shrimp,Arthropoda,Malacostraca,Decapoda,Thoridae,category,rocky headlands Straight of Juan de Fuca,514,Heptacarpus sitchensis,NA,adult,NA,NA,common,Light & Smith,middle,"tidepools, Zostera beds, on floats",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Heptacarpus,shrimp,Arthropoda,Malacostraca,Decapoda,Thoridae,category,rocky headlands Straight of Juan de Fuca,990,Heptacarpus taylori,NA,adult,NA,N,present,Light & Smith,middle,"under rocks and clumps of bryozoans, sponges; in algae",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Hippolyte,shrimp,Arthropoda,Malacostraca,Decapoda,Hippolytidae,category,rocky headlands Straight of Juan de Fuca,517,Hippolyte californiensis,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"on eelgrass, nocturnal",solitary,mobile,Podiceps nigricollis,Bopyrina striata,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Hippolyte,shrimp,Arthropoda,Malacostraca,Decapoda,Hippolytidae,category,rocky headlands Straight of Juan de Fuca,518,Hippolyte clarki,NA,adult,NA,S,common,"Morris, Abbott, & Haderlie",low,"on eelgrass, nocturnal",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Lysmata,shrimp,Arthropoda,Malacostraca,Decapoda,Lysmatidae,category,rocky headlands Straight of Juan de Fuca,516,Lysmata californica,NA,adult,NA,S - Both? possible range expansion,common,"Morris, Abbott, & Haderlie",low tidepools,among rocks and algae in pools,solitary,mobile,"Gymnothorax mordax, Hypsypops rubicunda, Cheilotrema saturnum",NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Spirontocaris,shrimp,Arthropoda,Malacostraca,Decapoda,Thoridae,category,rocky headlands Straight of Juan de Fuca,519,Spirontocaris prionota,NA,adult,NA,N,uncommon,"Morris, Abbott, & Haderlie",low tidepools,under stones,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Crustacea,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Armatobalanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,459,Armatobalanus nefrens,Monterey Bay to South,adult,NA,Both,present,"Morris, Abbott, & Haderlie",low,on and in hydrocorals,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Balanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,469,Balanus aquila,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,rocks,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Balanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,465,Balanus crenatus,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,on rocks,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Balanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,463,Balanus glandula,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,"on rocks and other organisms, with Endocladia muricata",aggregating,sessile,"Nucella emarginata, Pisaster ochraceus, Leptasterias hexactis",NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Balanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,464,Balanus glandula,NA,juvenile,NA,Both,abundant,"Morris, Abbott, & Haderlie",high to middle,"on rocks and other organisms, with Endocladia muricata",aggregating,sessile,limpets,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Balanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,470,Balanus nubilus,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,rocks,aggregating,sessile,humans,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Balanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,468,Balanus regalis,NA,adult,NA,S,present,"Morris, Abbott, & Haderlie",low,surf washed rocks,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Balanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,466,Balanus trigonus,Monterey Bay to South,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,"hard shelled inverts, embedded in sponges or coral, other hard substrate",aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Chthamalus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,category,rocky headlands Straight of Juan de Fuca,456,Chthamalus dalli,Alaska to San Diego,adult,NA,Both,common,"Morris, Abbott, & Haderlie",high to middle,"on rocks, dessication tolerant",aggregating,sessile,"Nucella emarginata, Pisaster ochraceus",Hemioniscus balani,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Chthamaloidea,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Chthamalus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,category,rocky headlands Straight of Juan de Fuca,457,Chthamalus fissus,San Francisco to South,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,"on rocks, dessication tolerant",aggregating,sessile,"Nucella emarginata, Pisaster ochraceus",Hemioniscus balani,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Chthamaloidea,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Conopea,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,461,Conopea galeata,Monterey Bay to South,adult,NA,Both,present,"Morris, Abbott, & Haderlie",very low,embedded in gorgonians,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Hamatoscalpellum,barnacle,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,category,rocky headlands Straight of Juan de Fuca,454,Hamatoscalpellum californicum,Monterey Bay to South,adult,NA,S,present,"Morris, Abbott, & Haderlie",very low,on rocks and other organisms,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Scalpelloidea,Crustacea,Meroscalpellinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Hesperibalanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,1198,Hesperibalanus hesperius,North to San Francisco,adult,NA,N,present,Light & Smith,low,frequently on crabs and mollusk shells; low intertidal in laminarían holdfasts,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Megabalanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,471,Megabalanus californicus,Monterey Bay to South,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,more common subtidally,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Megabalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Membranobalanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,460,Membranobalanus orcutti,NA,adult,NA,S,present,"Morris, Abbott, & Haderlie",very low,in sponges,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Octolasmis,barnacle,Arthropoda,Thecostraca,Scalpellomorpha,Poecilasmatidae,category,rocky headlands Straight of Juan de Fuca,453,Octolasmis lowei,Monterey Bay to South,adult,NA,Both,present,"Morris, Abbott, & Haderlie",low,in gill chambers of large decapods,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Lepadoidea,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Paraconcavus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,467,Paraconcavus pacificus,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie",low,"on other organisms, sometimes on rocks",aggregating,sessile,"""asteroids, gastropods, crustaceans, and fishes"", Stylochus tripartitus, Notoplana inquieta",NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Concavinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Pollicipes,barnacle,Arthropoda,Thecostraca,Pollicipedomorpha,Pollicipedidae,category,rocky headlands Straight of Juan de Fuca,455,Pollicipes polymerus,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",middle,in clusters or mixed with mussel beds,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Semibalanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,462,Semibalanus cariosus,North to San Francisco,adult,NA,N,common,"Morris, Abbott, & Haderlie; Light & Smith",low,on rocks,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Semibalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Tetraclita,barnacle,Arthropoda,Thecostraca,Balanomorpha,Tetraclitidae,category,rocky headlands Straight of Juan de Fuca,458,Tetraclita rubescens,"Cape Mendocino, CA to South",adult,NA,Both,common,"morris, Abbott, & Haderlie",middle to low,on rocks exposed to strong surf,aggregating,sessile,"Nucella emarginata, Pisaster ochraceus",NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Coronuloidea,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Gobiesox maeandricus,adult,Trypetesa,barnacle,Arthropoda,Thecostraca,Lithoglyptida,Trypetesidae,category,rocky headlands Straight of Juan de Fuca,452,Trypetesa lateralis,Pacific Coast of North America,adult,NA,N,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,burrowed into shells of hermit crabs,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Acrothoracica,NA,NA,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
