date_changed,Reference #,Use,Paper Title,Author,Year,Focal consumer taxon,Focal consumer life stage,Focal consumer type,Consumption type,Resource taxon,resource taxonomic resolution,Resource description,nsboth,CA,EP_RIZ,General location of study,Coordinates of study site,notes,added to edge list,initials,,secondary_citation,link or doi,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,Harpactacoida,order,harpacticoida,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,larval diptera,life stage,larval diptera,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,Mysidacea,,Mysidacea,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:05PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,Nemertea,phylum,Nemertea,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,predation,Ostracoda,class,Ostracoda,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,predation,Ostracoda,class,Ostracoda,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:07PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister atropurpureus,adult,omnivore,herbivory,Phaeophyceae,class,Phaeophyta,n,n,y,Straight of Juan de Fuca,,smallest size class did not eat algae,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,herbivory,Phaeophyceae,class,Phaeophyta,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,Polychaeta,class,Polychaeta,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Apodichthys flavidus,adult,omnivore,predation,Tanaidacea,order,Tanaidacea,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/04/2024 02:10PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Xiphister mucosus,adult,omnivore,herbivory,Ulotrichales,order,Ulotrichales,n,n,y,Straight of Juan de Fuca,,,,,,,,,,
03/03/2024 07:08PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Callianassidae,Family,Callianassidae,n,n,y,"WCB and Ecobble beach, Straight of Juan de Fuca",,,,,,,,,,
03/03/2024 07:08PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Crangonidae,Family,Crangonidae,n,n,y,"WCB and Ecobble beach, Straight of Juan de Fuca",,,,,,,,,,
03/03/2024 07:08PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Pinnotheridae,Family,Pinnotheridae,n,n,y,"WCB and Ecobble beach, Straight of Juan de Fuca",,,,,,,,,,
03/03/2024 07:08PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Hemigrapsus nudus,species,Hemigrapsus nudus,n,n,y,"WCB and Ecobble beach, Straight of Juan de Fuca",,,,,,,,,,
03/03/2024 07:08PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Hemigrapsus oregonensis,species,Hemigrapsus oregonensis,n,n,y,"WCB and Ecobble beach, Straight of Juan de Fuca",,,,,,,,,,
03/03/2024 07:08PM,258,interaction report,Structure of a rocky intertidal fish assemblage,Jeffrey N. Cross,1981,Clinocottus globiceps,adult,predator,predation,Pagurus hirsutiusculus,species,Pagurus hirsutiusculus,n,n,y,"WCB and Ecobble beach, Straight of Juan de Fuca",,,,,,,,,,
03/25/2024 07:19PM,259,interaction report,"Climate drivers and animal host use determine kelp performance over decadal scales in the kelp Pleurophycus gardneri (Laminariales, Phaeophyceae)","Catherine A. Pfister, Samuel P. Betcher",2017,Peramphithoe humeralis,adult,parasite,ectoparasitism,Pleurophycus gardneri,species,,n,n,y,"Tatoosh Island, WA ","(48.393°N, 124.736°W)",folds leaves to make brood chamber,y,ZZ,"(C.P. Staude, pers. comm.)",,,,,
03/25/2024 07:20PM,259,interaction report,"Climate drivers and animal host use determine kelp performance over decadal scales in the kelp Pleurophycus gardneri (Laminariales, Phaeophyceae)","Catherine A. Pfister, Samuel P. Betcher",2017,Carinonajna barnardi,adult,parasite,endoparasitism,Pleurophycus gardneri,species,,n,n,y,"Tatoosh Island, WA ","(48.393°N, 124.736°W)",burrowing - intensity dependent,y,ZZ,"(C.P. Staude, pers. comm.)",,,,,
03/25/2024 07:23PM,259,interaction report,"Climate drivers and animal host use determine kelp performance over decadal scales in the kelp Pleurophycus gardneri (Laminariales, Phaeophyceae)","Catherine A. Pfister, Samuel P. Betcher",2017,Ischyrocerus cf. anguipes,adult,parasite,endoparasitism,Pleurophycus gardneri,species,,n,n,y,"Tatoosh Island, WA ","(48.393°N, 124.736°W)",burrowing - intensity dependent,y,ZZ,"(C.P. Staude, pers. comm.)",,,,,
03/25/2024 07:23PM,259,interaction report,"Climate drivers and animal host use determine kelp performance over decadal scales in the kelp Pleurophycus gardneri (Laminariales, Phaeophyceae)","Catherine A. Pfister, Samuel P. Betcher",2017,Jassa staudei,adult,parasite,endoparasitism,Pleurophycus gardneri,species,,n,n,y,"Tatoosh Island, WA ","(48.393°N, 124.736°W)",burrowing - intensity dependent,y,ZZ,"(C.P. Staude, pers. comm.)",,,,,
03/25/2024 07:23PM,259,interaction report,"Climate drivers and animal host use determine kelp performance over decadal scales in the kelp Pleurophycus gardneri (Laminariales, Phaeophyceae)","Catherine A. Pfister, Samuel P. Betcher",2017,Pontogeneia rostrata,adult,parasite,endoparasitism,Pleurophycus gardneri,species,,n,n,y,"Tatoosh Island, WA ","(48.393°N, 124.736°W)",burrowing - intensity dependent,y,ZZ,"(C.P. Staude, pers. comm.)",,,,,
03/25/2024 07:23PM,259,interaction report,"Climate drivers and animal host use determine kelp performance over decadal scales in the kelp Pleurophycus gardneri (Laminariales, Phaeophyceae)","Catherine A. Pfister, Samuel P. Betcher",2017,Protohyale oclairi,adult,parasite,endoparasitism,Pleurophycus gardneri,species,,n,n,y,"Tatoosh Island, WA ","(48.393°N, 124.736°W)",burrowing - intensity dependent,no - consumer not in CA,ZZ,"(C.P. Staude, pers. comm.)",,,,,
03/27/2024 01:51PM,260,interaction report,"A new species of the genus Diarthrodes (Crustacea, Copepoda) parasitic in a red alga",Wolf-Henrich Fahrenbach,1954,Diarthrodes cystoecus,adult,parasite,endoparasitism,Halosaccion glandiforme,species,Halosaccion glandiforme,n,y,y,"Moss Beach, CA",,"gall forming ""a. Large num bers of ovigerous females are found in the organic and silty sediment inside the water-filled, bladder like thalli of the red alga Halosaccion glandiforme""",,ZZ,,,,,,
03/27/2024 01:44PM,261,interaction report,"The Opisthobranchs of Cape Arago, Oregon, with Notes on Their Biology and a Summary of Benthic Opisthobranchs Known from Oregon",Jeff Goddard,1984,,,,,,,,n,n,y,"Cape Arago, OR",,,,ZZ,,,,,,
03/27/2024 01:55PM,262,interaction report,"Phylogeny and Ecology of a Kelp-Boring Amphipod, Peramphithoe stypotrupetes, New Species (Corophioidea: Ampithoidae)",Conlan and Chess,1992,Peramphithoe stypotrupetes,adult,predator,endoparasitism,Eisenia arborea,species,,s,y,y,"Catalina Island, CA",,,,ZZ,,,,,,
03/27/2024 01:55PM,262,interaction report,"Phylogeny and Ecology of a Kelp-Boring Amphipod, Peramphithoe stypotrupetes, New Species (Corophioidea: Ampithoidae)",Conlan and Chess,1992,Peramphithoe stypotrupetes,adult,predator,endoparasitism,Laminaria dentigera,species,,n,y,y,Mendocino County,,,,ZZ,,,,,,
03/27/2024 01:55PM,262,interaction report,"Phylogeny and Ecology of a Kelp-Boring Amphipod, Peramphithoe stypotrupetes, New Species (Corophioidea: Ampithoidae)",Conlan and Chess,1992,Peramphithoe stypotrupetes,adult,predator,endoparasitism,Pterygophora californica,species,,s,y,y,Santa Barbara,,,,ZZ,,,,,,
03/28/2024 01:35PM,263,interaction report,"Descriptions of the developmental stages of Cafius nauticus (Fairmaire) (Coleoptera: Staphylinidae: Staphylininae), with comments on its biology",YU-JIE CAI & LIANG TANG,2022,Cafius nauticus,adult,predator,cannibalism,Cafius nauticus,species,"Some known prey of adults includes adults of Aleocharinae and C. histrio, maggots, dead bodies of conspecifics, their own eggs and larvae",na,n,n,"Mt. Qiniang, Shenzhen, China",,entered anyway,y,ZZ,,,,,,
03/28/2024 01:35PM,263,interaction report,"Descriptions of the developmental stages of Cafius nauticus (Fairmaire) (Coleoptera: Staphylinidae: Staphylininae), with comments on its biology",YU-JIE CAI & LIANG TANG,2022,Cafius nauticus,larva,predator,cannibalism,Cafius nauticus,species,"Some known prey of the larvae of C. nauticus includes maggots, conspecific larvae and those of C. histrio.",n,n,n,"Mt. Qiniang, Shenzhen, China",,entered anyway,y,ZZ,,,,,,
04/01/2024 03:53PM,264,interaction report,An ectoparasitic snail (Evalea tenuisculpta) infects red abalone (Haliotis rufescens) in northern California,ATHENA K. MAGUIRE AND LAURA ROGERS-BENNETT*,2012,Odostomia tenuisculpta,adult,parasite,ectoparasitism,Haliotis rufescens,species,,n,y,y,"Sea Ranch, Sonoma County, CA","38° 42’ N, 123° 26’ W",Pyramidellids derive nutrients from their host by piercing the body wall with an acrembolic proboscis and sucking blood or tissue by means of a buccal pump (radula is lacking) (Fretter and Graham 1949),y,ZZ,,,,,,
03/28/2024 03:17PM,264,interaction report,An ectoparasitic snail (Evalea tenuisculpta) infects red abalone (Haliotis rufescens) in northern California,ATHENA K. MAGUIRE AND LAURA ROGERS-BENNETT*,2012,Odostomia tenuisculpta,adult,parasite,ectoparasitism,Haliotis rufescens,species,,n,y,y,"Jenner, Sonoma County, CA","38° 45’ N, 123° 11’ W",,y,ZZ,,,,,,
03/28/2024 03:17PM,264,interaction report,An ectoparasitic snail (Evalea tenuisculpta) infects red abalone (Haliotis rufescens) in northern California,ATHENA K. MAGUIRE AND LAURA ROGERS-BENNETT*,2012,Odostomia tenuisculpta,adult,parasite,ectoparasitism,Haliotis rufescens,species,,n,y,y,"Horseshoe Cove, Sonoma County, CA",38°18’ N 123° 04’ W,,y,ZZ,,,,,,
04/02/2024 05:34PM,265,interaction report,"Description of a new western Atlantic species of Argeia Dana with a proposed new subfamily for this and related genera (Crustacea Isopoda, Bopyridae)","Markham, J. C.",1977,Argeia pugettensis,adult,parasite,ectoparasitism,Crangon alaskensis elongata,species,,both,y,y,"From Bering Sea to San Diego Bay, California",,many other species interactions listed but I'm lazy,,ZZ,,,,,,
04/01/2024 07:42PM,266,interaction report,Feeding in intertidal Acari,Pugh & King,1985,,,,,,,,,,,,,,4/5/24,ZZ,,,,,,
04/02/2024 05:36PM,267,interaction report,"Influence of Habitat on Growth and Prey Selection of <i>Pteropurpura festiva</i>, the Festive Murex.",Tuskes & Tuskes,2009,Pteropurpura festiva,adult,predator,predation,Balanus sp.,genus,Balanus sp.,s,y,y,"south Mission Bay Jetty, San Diego, CA",,in upper intertidal especially during high tide,y,ZZ,,,,,,
04/02/2024 05:34PM,267,interaction report,"Influence of Habitat on Growth and Prey Selection of <i>Pteropurpura festiva</i>, the Festive Murex.",Tuskes & Tuskes,2009,Pteropurpura festiva,adult,predator,predation,Lottia limatula,species,Collisella limatula,s,y,y,"south Mission Bay Jetty, San Diego, CA",,,y,ZZ,,,,,,
04/02/2024 05:33PM,267,interaction report,"Influence of Habitat on Growth and Prey Selection of <i>Pteropurpura festiva</i>, the Festive Murex.",Tuskes & Tuskes,2009,Pteropurpura festiva,adult,predator,predation,Lottia gigantea,species,Lottia gigantea,s,y,y,"south Mission Bay Jetty, San Diego, CA",,,y,ZZ,,,,,,
04/02/2024 05:36PM,267,interaction report,"Influence of Habitat on Growth and Prey Selection of <i>Pteropurpura festiva</i>, the Festive Murex.",Tuskes & Tuskes,2009,Pteropurpura festiva,adult,predator,predation,Crassotrea gigas,species,small Crassotrea gigas,s,y,y,"south Mission Bay Jetty, San Diego, CA",,,n,ZZ,,,,,,
04/02/2024 05:35PM,267,interaction report,"Influence of Habitat on Growth and Prey Selection of <i>Pteropurpura festiva</i>, the Festive Murex.",Tuskes & Tuskes,2009,Pteropurpura festiva,adult,predator,scavenging,Pachygrapsus crassipes,species,mature freshly dead Pachygrapsus crassipes,s,y,y,"south Mission Bay Jetty, San Diego, CA",,,y,ZZ,,,,,,
04/03/2024 10:04AM,268,interaction report,A New Species of Mysidobdella (Hirudinida: Piscicolidae) from Mysids along the California Coast,"Burreson, Kim, and Passarelli",2012,Mysidobdella californiensis,adult,parasite,ectoparasitism,Holmesimysis sculpta,species,Holmesimysis sculpta,both,y,y,"Bodega Bay, CA, and San Pedro, CA",,,4/5/24,ZZ,,,,,,
04/03/2024 12:11PM,269,interaction report,Branchiura — a Compendium of the Geographical Distribution and a Summary of Their Biology,Neethling & Avenant-Oldewage,2016,Argulus pugettensis,adult,parasite,ectoparasitism,,,,,,,,,,4/5/24,ZZ,,,,,,
04/05/2024 12:02PM,270,taxonomy resolution,"Phylogeny and a revised classification of the Monogenoidea Bychowsky, 1937 (Platyheiminthes)",Boeger & Kritsky,1993,Pseudoallencotyla pricei,adult,parasite,ectoparasitism,NA,NA,NA,na,n,n,,,,4/5/24,ZZ,,,,,,
04/05/2024 11:59AM,271,interaction report,"<i>Allencotyla pricei </i>sp. n. (Microcotyloidea: Heteraxinidae) from the Gills of the Pile Surfperch, <i>Damalichthys vacca</i> (Girard), in Southern California","Kritsky, Noble, & Moser",1978,Pseudoallencotyla pricei,adult,parasite,ectoparasitism,,,,,,,,,,4/5/24,ZZ,,,,,,
04/08/2024 09:39AM,272,taxonomy resolution,"Pseudoallencotyla gen. n., a new genus for Allencotyla pricei (Kritsky, Noble et Moser, 1978) (Monogenea: Heteraxinidae), with a key to genera of Heteraxininae","Francisco E. Montero, F. Javier Aznar, Mercedes Fernández and Juan A. Raga",2003,Pseudoallencotyla pricei,adult,,,,,,,,,,,,,ZZ,,,,,,
04/08/2024 09:40AM,273,interaction report - diet,Studies of the Biology of <i>Polychoerus carmelensis</i> (Turbellaria: Acoela),Kenneth B. Armitage,1961,Polychoerus carmelensis,adult,predator,predation,Tigriopus californienis,species,,n,y,y,"laboratory, collected Monterey Bay, CA",,"lab feeding, likely represents real prey item",y,ZZ,,,,,,
04/08/2024 10:16AM,274,interaction report - diet,Calliostomatidae of the northeast Pacific,Paul Tuskes,2019,Calliostoma sp.,adult,omnivore,predation,Bryozoa,phylum,,na,n,y,NE Pacific,,"prey species include bryozoans, hydrozoans, sponges, diatoms, and various cnidarians including the anemone Corynactis californica (Carlgren, 1936), hydrocoral Stylaster californica (Verrill, 1866), and gorgonians (Perron 1975, Keen 1975, Harbo 2007, Morris et al. 1990, Stone et al. 2014, Tuskes & Tuskes 2019). Three species [C. annulatum (Lightfoot, 1786), C. canaliculatum (Lightfoot, 1786), C. ligatum (Gould, 1849)], may be found on large brown kelp and consume the fauna that lives on the fronds and periodically the fronds or reproductive growth",too vague,ZZ,,,,,,
,274,interaction report - diet,Calliostomatidae of the northeast Pacific,Paul Tuskes,2019,Calliostoma sp.,adult,omnivore,predation,Hydrozoa,,hydrozoans,na,n,y,NE Pacific,,"prey species include bryozoans, hydrozoans, sponges, diatoms, and various cnidarians including the anemone Corynactis californica (Carlgren, 1936), hydrocoral Stylaster californica (Verrill, 1866), and gorgonians (Perron 1975, Keen 1975, Harbo 2007, Morris et al. 1990, Stone et al. 2014, Tuskes & Tuskes 2019). Three species [C. annulatum (Lightfoot, 1786), C. canaliculatum (Lightfoot, 1786), C. ligatum (Gould, 1849)], may be found on large brown kelp and consume the fauna that lives on the fronds and periodically the fronds or reproductive growth",too vague,ZZ,,,,,,
,274,interaction report - diet,Calliostomatidae of the northeast Pacific,Paul Tuskes,2019,Calliostoma sp.,adult,omnivore,predation,Porifera,phylum,sponges,na,n,y,NE Pacific,,"prey species include bryozoans, hydrozoans, sponges, diatoms, and various cnidarians including the anemone Corynactis californica (Carlgren, 1936), hydrocoral Stylaster californica (Verrill, 1866), and gorgonians (Perron 1975, Keen 1975, Harbo 2007, Morris et al. 1990, Stone et al. 2014, Tuskes & Tuskes 2019). Three species [C. annulatum (Lightfoot, 1786), C. canaliculatum (Lightfoot, 1786), C. ligatum (Gould, 1849)], may be found on large brown kelp and consume the fauna that lives on the fronds and periodically the fronds or reproductive growth",too vague,ZZ,,,,,,
,274,interaction report - diet,Calliostomatidae of the northeast Pacific,Paul Tuskes,2019,Calliostoma sp.,adult,omnivore,predation,diatoms,category,,na,n,y,NE Pacific,,"prey species include bryozoans, hydrozoans, sponges, diatoms, and various cnidarians including the anemone Corynactis californica (Carlgren, 1936), hydrocoral Stylaster californica (Verrill, 1866), and gorgonians (Perron 1975, Keen 1975, Harbo 2007, Morris et al. 1990, Stone et al. 2014, Tuskes & Tuskes 2019). Three species [C. annulatum (Lightfoot, 1786), C. canaliculatum (Lightfoot, 1786), C. ligatum (Gould, 1849)], may be found on large brown kelp and consume the fauna that lives on the fronds and periodically the fronds or reproductive growth",4/13/2024,ZZ,,,,,,
,274,interaction report - diet,Calliostomatidae of the northeast Pacific,Paul Tuskes,2019,Calliostoma sp.,adult,omnivore,predation,Corynactis californica,species,,na,n,y,NE Pacific,,"prey species include bryozoans, hydrozoans, sponges, diatoms, and various cnidarians including the anemone Corynactis californica (Carlgren, 1936), hydrocoral Stylaster californica (Verrill, 1866), and gorgonians (Perron 1975, Keen 1975, Harbo 2007, Morris et al. 1990, Stone et al. 2014, Tuskes & Tuskes 2019). Three species [C. annulatum (Lightfoot, 1786), C. canaliculatum (Lightfoot, 1786), C. ligatum (Gould, 1849)], may be found on large brown kelp and consume the fauna that lives on the fronds and periodically the fronds or reproductive growth",4/13/2024,ZZ,,"Carlgren, 1936",,,,
