resource,resourceNum,resourceName,resourceCat,resourceStage,consumer,consumerNum,consumerName,consumerCat,consumerStage,interactionType,referenceNum,justification,confidence,localities,interactionZone,habitat,parasitic
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,2264_Podocotyle apodichthysi_1,2264,Podocotyle apodichthysi,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL",all,pools,n
2075_Apodichthys flavidus_1,2075,Apodichthys flavidus,fish,1,3048_Nannopterum auritum_1,3048,Nannopterum auritum,bird,1,1,414,3,2,"Mandarte Island, BC",all,pools,n
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,420_Enteroctopus dofleini_4,420,Enteroctopus dofleini,octopus,4,1,436,6,3,NA,low,pools,n
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,717_Ardea herodias_1,717,Ardea herodias,bird,1,1,379,6,3,"British Columbia; Strait of Georgia, BC",all,pools,n
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,1129_Holobomolochus spinulus_1,1129,Holobomolochus spinulus,copepod,1,7,435,6,3,NA,all,pools,y
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,1192_Clavella parva_1,1192,Clavella parva,copepod,1,7,435,6,3,NA,all,pools,y
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,1193_Naobranchia occidentalis_1,1193,Naobranchia occidentalis,copepod,1,7,435,6,3,NA,all,pools,y
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,1745_Enteroctopus dofleini_1,1745,Enteroctopus dofleini,octopus,1,1,436,6,3,NA,low,pools,n
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",all,pools,n
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",all,pools,n
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,409,5,2,Alaska,all,pools,n
2076_Artedius corallinus_1,2076,Artedius corallinus,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL",all,pools,n
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,420_Enteroctopus dofleini_4,420,Enteroctopus dofleini,octopus,4,1,436,6,3,NA,low,pools,n
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,717_Ardea herodias_1,717,Ardea herodias,bird,1,1,379,6,3,"British Columbia; Strait of Georgia, BC",all,pools,n
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,721_Haemobaphes intermedius_1,721,Haemobaphes intermedius,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,1129_Holobomolochus spinulus_1,1129,Holobomolochus spinulus,copepod,1,7,435,6,3,NA,all,pools,y
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,1192_Clavella parva_1,1192,Clavella parva,copepod,1,7,"205, 435",3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,1193_Naobranchia occidentalis_1,1193,Naobranchia occidentalis,copepod,1,7,435,6,3,NA,all,pools,y
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,1745_Enteroctopus dofleini_1,1745,Enteroctopus dofleini,octopus,1,1,436,6,3,NA,low,pools,n
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,2118_Bothriocephalus scorpii_1,2118,Bothriocephalus scorpii,cestode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,2123_Contracaecum sp._5,2123,Contracaecum sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,2132_Ascarophis sebastodis_1,2132,Ascarophis sebastodis,nematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,2279_Stephanostomum californicum_1,2279,Stephanostomum californicum,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",low,pools,n
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",low,pools,n
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,409,5,2,Alaska,all,pools,n
2077_Artedius harringtoni_1,2077,Artedius harringtoni,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL","all, low",pools,n
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,420_Enteroctopus dofleini_4,420,Enteroctopus dofleini,octopus,4,1,436,6,3,NA,low,pools,n
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,717_Ardea herodias_1,717,Ardea herodias,bird,1,1,379,6,3,"British Columbia; Strait of Georgia, BC",all,pools,n
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,1129_Holobomolochus spinulus_1,1129,Holobomolochus spinulus,copepod,1,7,435,6,3,NA,all,pools,y
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,1192_Clavella parva_1,1192,Clavella parva,copepod,1,7,435,6,3,NA,all,pools,y
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,1193_Naobranchia occidentalis_1,1193,Naobranchia occidentalis,copepod,1,7,435,6,3,NA,all,pools,y
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,1745_Enteroctopus dofleini_1,1745,Enteroctopus dofleini,octopus,1,1,436,6,3,NA,low,pools,n
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,2148_Ceratomyxa noblei_1,2148,Ceratomyxa noblei,myxozoan,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,2277_Sphaeromyxa lateralis_1,2277,Sphaeromyxa lateralis,myxozoan,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",all,pools,n
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",all,pools,n
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,409,5,2,Alaska,all,pools,n
2078_Artedius lateralis_1,2078,Artedius lateralis,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL",all,pools,n
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,420_Enteroctopus dofleini_4,420,Enteroctopus dofleini,octopus,4,1,436,6,3,NA,low,pools,n
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,717_Ardea herodias_1,717,Ardea herodias,bird,1,1,379,6,3,"British Columbia; Strait of Georgia, BC",all,pools,n
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,1129_Holobomolochus spinulus_1,1129,Holobomolochus spinulus,copepod,1,7,435,6,3,NA,all,pools,y
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,1192_Clavella parva_1,1192,Clavella parva,copepod,1,7,435,6,3,NA,all,pools,y
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,1193_Naobranchia occidentalis_1,1193,Naobranchia occidentalis,copepod,1,7,435,6,3,NA,all,pools,y
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,1745_Enteroctopus dofleini_1,1745,Enteroctopus dofleini,octopus,1,1,436,6,3,NA,low,pools,n
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,2113_Podocotyle californica_1,2113,Podocotyle californica,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,2120_Podocotyle sp._1,2120,Podocotyle sp.,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,2121_Podocotyle enophrysi_1,2121,Podocotyle enophrysi,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,2147_Myxidium incurvatum_1,2147,Myxidium incurvatum,myxozoan,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",all,pools,n
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",all,pools,n
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,409,5,2,Alaska,all,pools,n
2079_Ascelichthys rhodorus_1,2079,Ascelichthys rhodorus,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL",all,pools,n
2080_Cebidichthys violaceus_1,2080,Cebidichthys violaceus,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
2080_Cebidichthys violaceus_1,2080,Cebidichthys violaceus,fish,1,717_Ardea herodias_1,717,Ardea herodias,bird,1,1,379,6,3,"British Columbia; Strait of Georgia, BC",all,pools,n
2080_Cebidichthys violaceus_1,2080,Cebidichthys violaceus,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
2080_Cebidichthys violaceus_1,2080,Cebidichthys violaceus,fish,1,2258_Opisthadena bodegensis_1,2258,Opisthadena bodegensis,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
2080_Cebidichthys violaceus_1,2080,Cebidichthys violaceus,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",all,pools,n
2080_Cebidichthys violaceus_1,2080,Cebidichthys violaceus,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",all,pools,n
2080_Cebidichthys violaceus_1,2080,Cebidichthys violaceus,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL",all,pools,n
2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,420_Enteroctopus dofleini_4,420,Enteroctopus dofleini,octopus,4,1,436,6,3,NA,low,pools,n
2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
