reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,alternate_nomenclature,resource_category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,id.y,kingdom,resource_phylum,resource_class,resource_order,resource_family,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
191,Haliclystus auricula,adult,Crepipatella,class,NA,264,Crepipatella lingulata,NA,slipper snail,half-slipper snail,NA,NA,adult,NA,Both,NA,"Morris, Abbott, & Haderlie; Light & Smith",low,"rocks, snail shells",solitary,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,493731,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Caenogastropoda,NA,NA,NA,Calyptraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Crimora,class,NA,1897,Crimora coneja,NA,nudibranch,NA,NA,Oregon to Southern California,adult,NA,Both,rare,Light & Smith,all,NA,solitary,mobile,Hincksina minuscula.,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,531200,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Polyceroidea,NA,Triophinae,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cumanotus,class,NA,1934,Cumanotus sp.,NA,nudibranch,NA,NA,Oregon to southern California,adult,NA,Both,present,Light & Smith,all,"found on the hydroid Pinauay crocea on which it feeds and whose polyps it resembles,",solitary,mobile,NA,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Cumanotidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cumanotus,class,NA,1935,Cumanotus sp.,NA,nudibranch,NA,NA,Oregon to southern California,eggs,NA,Both,present,Light & Smith,all,found on the hydroid Pinauay crocea,solitary,mobile,NA,non-feeding life stage,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Cumanotidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,1940,Cuthona abronia,Cratena abronia; =Trinchesia abronia),nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581880,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,1941,Cuthona albocrusta,Cratena albocrusta; = Trinchesia albocrusta).,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,rocky intertidal,solitary,mobile,Pinauay crocea,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581881,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,1942,Cuthona cocoachroma,NA,nudibranch,NA,NA,Washington to Northern California,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,Thuiaria sp.,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,548328,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,355,Cuthona divae,Precuthona divae,nudibranch,rose-pink cuthona,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,seasonally common,solitary,mobile,"Hydractinia sp., Corymorpha sp.",omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581882,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,1943,Cuthona flavovulta,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Occasionally found at base of Laminaria spp., among hydroids on which it probably feeds",solitary,mobile,hydroids,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581883,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,1944,Cuthona fulgens,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,Sarsia sp.,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581884,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,1945,Cuthona hamanni,NA,nudibranch,NA,NA,Southern California,adult,NA,S,unclear,Light & Smith,all,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,548009,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,1946,Cuthona lagunae,NA,nudibranch,NA,NA,Oregon to Mexico,adult,NA,Both,present,Light & Smith,all,"Occasionally found at base of Laminaria spp., amongst hydroids on which it probably feeds.",solitary,mobile,hydroids,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581885,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,1947,Cuthona phoenix,NA,nudibranch,NA,NA,Central California to Mexico,adult,NA,Both,present,Light & Smith,all,NA,solitary,mobile,Gonothyraea serialis,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,548325,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cuthona,class,NA,1948,Cuthona virens,NA,nudibranch,NA,NA,Northern California to Southern California,adult,NA,Both,rare,Light & Smith,all,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581888,Animalia,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Cypraea,class,NA,271,Cypraea spadicea,NA,snail,chestnut cowrie,NA,NA,adult,NA,NA,NA,"Morris, Abbott, & Haderlie",low,shaded vertical surfaces,solitary,mobile,"anemones, sponges, ascidians, snail eggs",typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,580675,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Caenogastropoda,NA,NA,NA,Cypraeoidea,NA,Cypraeinae,NA,NA,NA,NA,NA,NA,Cypraeini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dendrodoris,class,NA,1915,Dendrodoris behrensi,NA,nudibranch,NA,NA,Central California to Mexico,adult,NA,Both,present,Light & Smith,all,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,389368,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Phyllidioidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dendrodoris,class,NA,1916,Dendrodoris nigromaculata,NA,nudibranch,NA,NA,Southern California to Costa Rica,adult,NA,S,rare,Light & Smith,all,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,537029,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Phyllidioidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dendronotus,class,NA,1921,Dendronotus albus,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,"Abietinaria sp., Thuiaria argentea, and Tubularia sp.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,548242,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Dendronotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dendronotus,class,NA,1922,Dendronotus diversicolor,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,Abietinaria amphora and Abietinaria traski,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,548235,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Dendronotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dendronotus,class,NA,1923,Dendronotus frondosus,NA,nudibranch,NA,NA,Temperate northern hemisphere,adult,NA,Both,present,Light & Smith,all,NA,solitary,mobile,"Abietinaria spp., Aglaophenia struthionides, Bougainvillia glorietta, Coryne spp., Dynamena pumila, Hydractinia echinata, Obelia spp., Sarsia eximia, Sertularia spp., Thuiaria argentea, and Tubularia spp. and Botryllus schlosseri.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,139523,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Dendronotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dendronotus,class,NA,1924,Dendronotus subramosus,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,"Aglaophenia struthionides, Obelia sp., and Pinauay marina.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,548244,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Dendronotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dendropoma,class,NA,1817,Dendropoma lituella,Spiroglyphus lituellus,vermetid,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,Often found embedded in abalone shells; also on other shells and rocks.,solitary,sessile,NA,unknown,generalist,NA,abalone,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,575677,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Caenogastropoda,NA,NA,NA,Vermetoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dendropoma,class,NA,1819,Dendropoma rastrum,NA,vermetid,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"May occur in clusters on soft rock or on shells, such as abalones",solitary,sessile,NA,unknown,generalist,NA,abalone,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,580669,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Caenogastropoda,NA,NA,NA,Vermetoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Diaphana,class,NA,1872,Diaphana californica,NA,snail,NA,NA,Columbia River to Point Conception,adult,4,N,uncommon,Light & Smith,all,intertidally on algae,solitary,mobile,foraminiferan,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,509649,Animalia,Mollusca,Gastropoda,Cephalaspidea,Diaphanidae,Heterobranchia,Euthyneura,Tectipleura,NA,Cylichnoidea,NA,Diaphaninae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Diaphoreolis,class,NA,354,Diaphoreolis lagunae,Cuthona lagunae,nudibranch,orange faced,NA,NA,adult,14mm,Both,common,"Morris, Abbott, & Haderlie",low,seasonally common,solitary,mobile,"""hydroids""",micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,1037020,Animalia,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Diaphorodoris,class,NA,1895,Diaphorodoris lirulatocauda,Onchidoris hystricina,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,Nolella stipitata and Tubulipora sp.,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581691,Animalia,Mollusca,Gastropoda,Nudibranchia,Calycidorididae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Onchidoridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Diaulula,class,NA,326,Diaulula sandiegensis,NA,nudibranch,ring spotted dorid,NA,NA,adult,NA,Both,NA,"Morris, Abbott, & Haderlie; Light & Smith",low tidepools,NA,solitary,mobile,"Halichondria panicea, Haliclona permollis, Myxilla  sp., Petrosia sp.; Axinella sp., Biemma rhadia, Halichondria panicea, Lissodendoryx firma, Mycale spp., Neoesperiopsis rígida, Sigmadocia sp., Terpios sp., Toxadocia sp., and Xestospongia trindanea",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,5,NA,NA,NA,NA,NA,low,536817,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Doridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Diodora,class,NA,194,Diodora arnoldi,Diodora murini,limpet,NA,NA,NA,adult,NA,Both,rare,"Morris, Abbott, & Haderlie; Light & Smith",very low,NA,solitary,mobile,NA,grazer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,527880,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Vetigastropoda,NA,NA,NA,Fissurelloidea,NA,Diodorinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Diodora,class,NA,195,Diodora aspera,NA,limpet,rough keyhole limpet,NA,NA,adult,70,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,more common subtidally in the south // mutualistic worm bites predators,solitary,mobile,"bryozoans, less commonly algae",omnivore,generalist,"Pisaster sp., Orthasterias, Leptasterias",NA,Arctonoe vittata,NA,NA,NA,NA,NA,Taxonomic,Species,3,NA,NA,NA,NA,NA,NA,367955,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Vetigastropoda,NA,NA,NA,Fissurelloidea,NA,Diodorinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dirona,class,NA,348,Dirona albolineata,NA,nudibranch,chalk lined dirona,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low tidepools,sporadically common,solitary,mobile,"Margarites pupillus, Lacuna carinatus, ""sponges, hydroids, ectoprocts, tunicates, crustaceans""; Bugula sp. and Dendrobeania lichenoides",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,low,581837,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Proctonotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dirona,class,NA,1926,Dirona pellucida,NA,nudibranch,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,Bugula pacifica,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,576387,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Proctonotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Dirona,class,NA,349,Dirona picta,NA,nudibranch,spotted dirona,NA,Oregon to Mexico,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,seasonally common,solitary,mobile,"Celleporella hyalina, Thaumatoporella sp., Aglaophenia sp., Scrupocellaria californica.",micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,558927,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Proctonotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Discurria,class,NA,213,Discurria insessa,Notoacmea inessa; Lottia insessa,true limpet,seaweed limpet,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"only on Egregia, form deep grooves, move from frond to frond",solitary,mobile,Egregia menziesii,grazer,specialist,NA,NA,NA,NA,NA,Egregia menziesii,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,456584,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Patellogastropoda,NA,NA,NA,Lottioidea,NA,Lottiinae,NA,NA,NA,NA,NA,NA,Lottiini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Doriopsilla,class,NA,328,Doriopsilla albopunctata,NA,nudibranch,salted dorid,NA,Northern California to Mexico,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,"Acarnus erithacus, Cliona celata, Ficulina (Suberites) suberea, Suberites sp.",micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,5,NA,NA,NA,NA,NA,NA,537019,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Phyllidioidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Doriopsilla,class,NA,1917,Doriopsilla gemela,NA,nudibranch,NA,NA,Central California to Mexico,adult,NA,Both,present,Light & Smith,all,NA,solitary,mobile,Pseudosuberites pseudos.,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,457533,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Phyllidioidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Doris,class,NA,324,Doris montereyensis,Archidoris montereyensis,nudibranch,Monterey dorid,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,rare at southern end of range,solitary,mobile,"Halichondria panicea; Haliclona sp., Mycale spp., Suberites ficus, Terpios sp., and Hamacantha hyaloderma.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,5,NA,NA,NA,NA,NA,NA,581816,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Doridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Doris,class,NA,323,Doris odhneri,Archidoris odhneri,nudibranch,white-knight nudibranch,NA,NA,adult,NA,Both,rare,"Morris, Abbott, & Haderlie; Light & Smith",low,more common subtidally,solitary,mobile,"Halichondria panicea, Myxilla sp., Mycale sp., Stylissa sp., Tedania sp., Craniella sp., Syringella sp.; Halichondria panicea, Myxilla sp., Mycale sp., Stylissa sp., Tedania sp., Craniella sp., Syringella sp.",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,5,NA,NA,NA,NA,NA,NA,581817,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Doridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Doris,class,NA,1909,Doris tanya,NA,nudibranch,NA,NA,Southern California to Mexico,adult,NA,S,present,Light & Smith,all,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,1497433,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Doridoidea,NA,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Doto,class,NA,347,Doto amyra,NA,nudibranch,hammerhead doto,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,"Obelia sp., Abietinaria sp., Aglaophenia sp., Bougainvillia sp., Sertularia furcata.",micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,575069,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Dendronotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Haliclystus auricula,adult,Doto,class,NA,633,Doto columbiana,NA,nudibranch,NA,NA,Canada to northern California,adult,NA,N,present,Light & Smith,low,on Obelia,solitary,mobile,Obelia sp.,micropredator,specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581833,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Dendronotoidea,NA,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
